,Id,PID,MS SubClass,MS Zoning,Lot Area,Street,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,Best Condition,Total Sqft,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Exter Cond_Ex,Exter Cond_Fa,Exter Cond_Gd,Exter Cond_Po,Exter Cond_TA,Lot Shape_IR1,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD 
1144,90,532479070,20,RL,15410,Pave,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,CBlock,TA,TA,Gd,BLQ,126.0,GLQ,859.0,223.0,1208.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,TA,7,Typ,2,Attchd,1974.0,Fin,2.0,461.0,Y,296,0,186,0,0,0,0,4,2010,169000,1,2702.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1145,2684,903235020,30,RM,6000,Pave,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,0.0,0.0,616.0,GasA,Gd,Y,SBrkr,616,0,0,616,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1921.0,Unf,1.0,205.0,Y,0,0,129,0,0,0,0,6,2006,89000,1,1232.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1146,13,527166040,60,RL,8402,Pave,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,789.0,789.0,GasA,Gd,Y,SBrkr,789,676,0,1465,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1998.0,Fin,2.0,393.0,Y,0,75,0,0,0,0,0,5,2010,180400,1,2254.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1147,445,528142130,20,RL,10655,Pave,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,PConc,Gd,TA,No,GLQ,1124.0,0,479.0,1603.0,3206.0,GasA,Ex,Y,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2003.0,RFn,3.0,880.0,Y,0,0,0,0,0,0,0,10,2009,284000,1,4835.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1148,1914,535106140,20,RL,10150,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,CBlock,TA,TA,No,Rec,456.0,Unf,0.0,456.0,912.0,GasA,Ex,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,1958.0,RFn,1.0,275.0,Y,0,0,0,0,0,0,0,7,2007,114500,1,1824.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1149,2811,907410110,20,RL,10084,Pave,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1528.0,1552.0,GasA,Ex,Y,SBrkr,1552,0,0,1552,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2005.0,RFn,3.0,782.0,Y,144,20,0,0,0,0,0,7,2006,212900,1,3104.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1150,850,907194110,20,RL,16285,Pave,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1413.0,1413.0,GasA,Ex,Y,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2001.0,RFn,2.0,605.0,Y,0,33,0,0,0,0,0,6,2009,187100,1,2843.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1151,1844,533213140,160,FV,3230,Pave,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,PConc,Gd,TA,No,GLQ,419.0,Unf,0.0,310.0,729.0,GasA,Gd,Y,SBrkr,729,729,0,1458,0.0,0.0,2,1,2,1,TA,5,Typ,1,Detchd,1999.0,Unf,2.0,440.0,Y,0,32,0,0,0,0,0,6,2007,176000,1,2187.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1152,2225,909428340,20,RL,21579,Pave,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,TA,PConc,Gd,TA,No,BLQ,813.0,Unf,0.0,675.0,1488.0,GasA,Ex,Y,SBrkr,1488,0,0,1488,0.0,1.0,2,0,3,1,TA,7,Typ,2,Attchd,1968.0,RFn,2.0,552.0,Y,0,0,216,0,0,0,0,9,2007,215000,1,2976.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1153,1477,907412080,60,RL,8320,Pave,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,No,GLQ,490.0,Unf,0.0,280.0,770.0,GasA,Ex,Y,SBrkr,770,812,0,1582,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,2004.0,RFn,2.0,520.0,Y,0,45,0,0,0,0,0,9,2008,185900,1,2352.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1154,399,527405160,20,RL,6960,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,CBlock,TA,TA,No,ALQ,375.0,BLQ,239.0,250.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,Gd,5,Typ,0,Detchd,1989.0,Unf,2.0,660.0,Y,96,0,0,0,0,0,500,11,2009,120500,1,1728.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1155,2431,528231050,60,RL,21930,Pave,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Gd,Av,Unf,0.0,Unf,0.0,732.0,732.0,GasA,Ex,Y,SBrkr,734,1104,0,1838,0.0,0.0,2,1,4,1,TA,7,Typ,1,BuiltIn,2005.0,Fin,2.0,372.0,Y,100,40,0,0,0,0,0,7,2006,192140,1,2570.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1156,1605,923277030,20,RL,6600,Pave,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,CBlock,TA,TA,No,ALQ,641.0,Unf,0.0,175.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,0.0,1.0,1,0,3,1,Gd,5,Typ,1,Attchd,1982.0,Unf,1.0,264.0,Y,0,0,0,0,0,0,0,10,2008,130500,1,1632.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1157,897,908225370,50,RL,8405,Pave,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,TA,N,FuseF,1088,441,0,1529,0.0,0.0,2,0,4,1,TA,9,Mod,0,Detchd,1945.0,Unf,1.0,240.0,N,92,0,185,0,0,0,0,4,2009,98000,0,1529.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1158,1426,906412010,20,RL,11778,Pave,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,PConc,Gd,TA,Gd,GLQ,2085.0,Unf,0.0,186.0,2271.0,GasA,Ex,Y,SBrkr,2276,0,0,2276,1.0,0.0,2,0,3,1,Ex,7,Typ,2,Attchd,2008.0,RFn,3.0,1348.0,Y,0,0,70,0,255,0,0,6,2008,475000,1,4547.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1159,2240,910204090,30,RM,8967,Pave,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,Po,No,Unf,0.0,Unf,0.0,961.0,961.0,GasA,Gd,Y,Mix,1077,0,0,1077,0.0,0.0,1,0,2,1,TA,6,Maj2,0,Detchd,1920.0,Unf,1.0,338.0,N,0,0,0,0,0,0,0,11,2007,67000,0,2038.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1160,1706,528144050,60,RL,10562,Pave,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,PConc,Ex,TA,No,GLQ,1288.0,Unf,0.0,294.0,1582.0,GasA,Ex,Y,SBrkr,1610,551,0,2161,1.0,0.0,1,1,3,1,Ex,8,Typ,1,Attchd,2007.0,Fin,3.0,789.0,Y,178,120,0,0,0,0,0,11,2007,325624,1,3743.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1161,2252,914460110,20,RL,12864,Pave,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,No,GLQ,1392.0,Unf,0.0,17.0,1409.0,GasA,Ex,Y,SBrkr,1409,0,0,1409,1.0,0.0,1,1,1,1,Gd,4,Typ,1,Attchd,2002.0,RFn,2.0,576.0,Y,0,144,0,0,145,0,0,7,2007,245000,1,2818.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1162,1136,531375110,20,RL,13695,Pave,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,TA,No,GLQ,646.0,Unf,0.0,468.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,1.0,0.0,1,1,3,1,Gd,6,Typ,0,Detchd,2004.0,Unf,2.0,576.0,Y,0,102,0,0,0,0,0,6,2008,159000,1,2228.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1163,1877,534204120,20,RL,10289,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,CBlock,TA,TA,No,ALQ,836.0,Unf,0.0,237.0,1073.0,GasA,TA,Y,SBrkr,1073,0,0,1073,1.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,1965.0,RFn,2.0,515.0,Y,0,0,0,0,0,0,0,6,2007,156000,1,2146.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1164,424,528106020,20,RL,15431,Pave,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,Ex,Y,SBrkr,2402,0,0,2402,1.0,0.0,2,0,2,1,Ex,10,Typ,2,Attchd,2008.0,Fin,3.0,672.0,Y,0,72,0,0,170,0,0,4,2009,555000,1,5496.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1165,1182,533251120,20,RL,11120,Pave,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,PConc,Gd,TA,No,BLQ,660.0,Unf,0.0,572.0,1232.0,GasA,TA,Y,SBrkr,1232,0,0,1232,0.0,0.0,2,0,3,1,TA,6,Typ,0,Attchd,1984.0,Unf,2.0,516.0,Y,0,0,0,0,0,0,0,6,2008,162500,1,2464.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1166,2750,906225180,90,RL,9069,Pave,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,TA,Av,LwQ,261.0,GLQ,1083.0,0.0,1344.0,GasA,Gd,Y,SBrkr,1440,0,0,1440,2.0,0.0,2,0,2,2,Gd,8,Typ,0,Attchd,1993.0,Unf,4.0,920.0,Y,288,0,0,0,0,0,0,4,2006,224500,1,2784.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1167,1016,527276040,20,RL,47280,Pave,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1488.0,1488.0,GasA,Gd,Y,SBrkr,1488,0,0,1488,0.0,0.0,2,1,3,1,TA,6,Typ,1,Attchd,1950.0,RFn,2.0,738.0,Y,0,0,180,0,0,0,0,7,2008,133000,1,2976.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1168,2436,528250060,60,RL,7875,Pave,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,783.0,783.0,GasA,Ex,Y,SBrkr,807,702,0,1509,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,2003.0,Fin,2.0,393.0,Y,0,75,0,0,0,0,0,7,2006,180000,1,2292.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1169,1607,923277080,20,RL,6600,Pave,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,CBlock,TA,TA,No,GLQ,638.0,Unf,0.0,207.0,845.0,GasA,Gd,Y,SBrkr,845,0,0,845,0.0,0.0,1,0,3,1,Gd,6,Typ,0,Attchd,1982.0,Unf,1.0,264.0,Y,0,0,0,0,0,0,0,7,2008,134500,1,1690.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1170,2337,527216050,60,RL,13682,Pave,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1410.0,1410.0,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,Gd,10,Typ,1,BuiltIn,2006.0,Fin,3.0,641.0,Y,192,0,37,0,0,0,0,10,2006,438780,1,4355.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1171,1233,535105090,80,RL,9150,Pave,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,CBlock,Gd,TA,Gd,GLQ,371.0,Unf,0.0,728.0,1099.0,GasA,Gd,Y,SBrkr,1431,0,0,1431,0.0,1.0,1,0,3,1,TA,6,Typ,1,Basment,1962.0,RFn,1.0,296.0,Y,64,110,0,0,0,0,0,12,2008,165000,1,2530.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1172,419,527455240,20,RL,7150,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,CBlock,TA,TA,No,BLQ,432.0,Unf,0.0,460.0,892.0,GasA,TA,Y,SBrkr,892,0,0,892,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1967.0,RFn,1.0,288.0,Y,0,0,0,0,0,0,0,7,2009,100000,1,1784.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1173,633,535154060,20,RL,12285,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,CBlock,TA,TA,No,BLQ,544.0,Unf,0.0,785.0,1329.0,GasA,Gd,Y,SBrkr,1329,0,0,1329,0.0,0.0,1,1,3,1,TA,5,Typ,2,Attchd,1960.0,Unf,2.0,441.0,Y,0,0,203,0,0,0,0,8,2009,176000,1,2658.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1174,2722,905200340,20,RL,17920,Pave,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,CBlock,TA,TA,Mn,ALQ,306.0,Rec,1085.0,372.0,1763.0,GasA,TA,Y,SBrkr,1779,0,0,1779,1.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,1955.0,Unf,2.0,454.0,Y,0,418,0,0,312,0,0,7,2006,170000,0,3542.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1175,469,528228290,120,RL,3684,Pave,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1373.0,1373.0,GasA,Ex,Y,SBrkr,1555,0,0,1555,0.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,2007.0,Fin,3.0,660.0,Y,143,20,0,0,0,0,0,6,2009,174000,1,2928.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1176,1365,903456130,50,RM,7006,Pave,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,PConc,TA,TA,No,Rec,121.0,Unf,0.0,647.0,768.0,GasA,TA,Y,SBrkr,788,448,0,1236,1.0,0.0,2,0,3,1,TA,6,Typ,1,Detchd,1985.0,Unf,1.0,384.0,Y,0,0,0,0,0,0,0,8,2008,127000,1,2004.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1177,1098,528294060,60,RL,8390,Pave,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,873,778,0,1651,0.0,0.0,2,1,3,1,TA,7,Typ,1,BuiltIn,1999.0,Fin,2.0,450.0,Y,0,103,0,0,0,0,0,5,2008,185900,1,2482.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1178,711,902206260,30,RM,5784,Pave,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,190.0,190.0,GasA,Gd,Y,FuseA,886,0,0,886,0.0,0.0,1,0,2,1,TA,4,Typ,0,Attchd,1938.0,Unf,1.0,273.0,Y,144,20,80,0,0,0,0,12,2009,91300,1,1076.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1179,2808,907405030,20,RL,9135,Pave,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,PConc,Gd,TA,Av,GLQ,340.0,Unf,0.0,1342.0,1682.0,GasA,Ex,Y,SBrkr,1700,0,0,1700,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2003.0,RFn,2.0,544.0,Y,192,23,0,0,0,0,0,5,2006,200000,1,3382.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1180,1959,535450310,50,RL,10496,Pave,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,CBlock,TA,TA,Mn,Rec,196.0,Unf,0.0,844.0,1040.0,GasA,Ex,Y,SBrkr,1168,678,0,1846,0.0,0.0,2,0,3,1,TA,7,Typ,1,Attchd,1949.0,Unf,1.0,315.0,Y,0,0,0,0,0,0,0,1,2007,143000,1,2886.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1181,2720,905200280,50,RL,13650,Pave,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,CBlock,TA,TA,No,ALQ,57.0,BLQ,441.0,554.0,1052.0,GasA,Ex,Y,SBrkr,1252,668,0,1920,1.0,0.0,2,0,4,1,Gd,8,Typ,1,Attchd,1958.0,Unf,2.0,451.0,Y,0,0,0,0,0,0,0,7,2006,172500,1,2972.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1182,2170,908103090,20,RL,8308,Pave,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,TA,CBlock,TA,TA,No,BLQ,132.0,LwQ,841.0,115.0,1088.0,GasA,TA,Y,SBrkr,1088,0,0,1088,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,2002.0,Unf,2.0,520.0,P,0,0,0,0,0,0,0,6,2007,110000,1,2176.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1183,603,534277090,20,RL,9450,Pave,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,265.0,1040.0,GasA,TA,Y,SBrkr,1362,0,0,1362,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1982.0,RFn,3.0,768.0,Y,0,0,84,0,0,0,0,5,2009,140000,1,2402.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1184,2113,906394050,20,RL,9317,Pave,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1290.0,1314.0,GasA,Gd,Y,SBrkr,1314,0,0,1314,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2006.0,RFn,2.0,440.0,Y,0,22,0,0,0,0,0,3,2007,176432,1,2628.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1185,1146,531450090,20,RL,7153,Pave,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,CBlock,Gd,TA,No,GLQ,1200.0,Unf,0.0,78.0,1278.0,GasA,Gd,Y,SBrkr,1294,0,0,1294,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,1991.0,RFn,2.0,496.0,Y,112,51,0,0,0,0,0,6,2008,179200,1,2572.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1186,2105,906380120,20,RL,8814,Pave,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,PConc,Gd,TA,No,GLQ,925.0,Unf,0.0,349.0,1274.0,GasA,Ex,Y,SBrkr,1274,0,0,1274,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2005.0,RFn,2.0,508.0,Y,264,98,0,0,0,0,0,1,2007,203000,1,2548.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1187,1786,528435060,20,RL,9849,Pave,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1689.0,1689.0,GasA,Ex,Y,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2007.0,RFn,3.0,954.0,Y,0,56,0,0,0,0,0,6,2007,248328,1,3378.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
